yil;Il;toplam;"Hastalık
Illness";"Aile
geçimsizliği
Family
incompatibility";"Geçim
zorluğu
Economic
problems";"Ticari
başarısızlık
Business
failure";"Hissi0ilişki0ve
istediği0ile0evlenememe
Emotional0relationship
and0not0marrying
the0person0wanted";"Öğrenim
başarısızlığı
Educational
failure";"Diğer
Other";"Bilinmeyen
Unknown";;;;;;;;;
2020;Kars;20;1;0;0;1;1;0;10;7;;;;;;;;;
2020;Kastamonu;19;2;0;1;0;1;0;7;8;;;;;;;;;
2020;Kayseri;67;15;2;4;1;2;0;29;14;;;;;;;;;
2020;Kırklareli;21;2;0;2;0;1;0;13;3;;;;;;;;;
2020;Kırşehir;14;4;0;1;0;0;0;6;3;;;;;;;;;
2020;Kocaeli;84;24;7;8;0;0;0;29;16;;;;;;;;;
2020;Konya;110;20;10;11;0;2;0;34;33;;;;;;;;;
2020;Kütahya;38;10;0;2;2;0;0;12;12;;;;;;;;;
2020;Malatya;44;14;2;0;0;1;0;18;9;;;;;;;;;
2020;Manisa;67;20;2;7;0;2;0;18;18;;;;;;;;;
2020;Kahramanmaraş;39;6;1;1;0;0;0;19;12;;;;;;;;;
2020;Mardin;33;5;1;2;0;0;1;17;7;;;;;;;;;
2020;Muğla;61;16;0;4;0;2;0;15;24;;;;;;;;;
2020;Muş;26;2;1;1;0;0;0;11;11;;;;;;;;;
2020;Nevşehir;16;4;3;4;0;0;0;3;2;;;;;;;;;
2020;Niğde;20;4;1;2;0;0;0;11;2;;;;;;;;;
2020;Ordu;26;4;0;0;0;1;0;9;12;;;;;;;;;
2020;Rize;15;2;0;0;0;0;0;9;4;;;;;;;;;
2020;Sakarya;37;17;0;3;0;1;0;13;3;;;;;;;;;
2020;Samsun;76;14;3;1;0;4;0;28;26;;;;;;;;;
2020;Siirt;11;1;0;0;0;1;0;5;4;;;;;;;;;
2020;Sinop;9;2;0;2;0;0;0;2;3;;;;;;;;;
2020;Sivas;33;11;1;1;0;2;0;7;11;;;;;;;;;
2020;Tekirdağ;44;5;2;4;1;2;0;14;16;;;;;;;;;
2020;Tokat;17;5;1;2;0;0;0;4;5;;;;;;;;;
2020;Trabzon;22;7;0;3;0;1;0;9;2;;;;;;;;;
2020;Tunceli;8;2;0;0;0;0;0;2;4;;;;;;;;;
2020;Şanlıurfa;60;16;1;1;0;1;1;35;5;;;;;;;;;
2020;Uşak;22;5;0;0;0;2;0;9;6;;;;;;;;;
2020;Van;42;6;0;4;0;5;0;19;8;;;;;;;;;
2020;Yozgat;15;1;1;0;0;2;0;8;3;;;;;;;;;
2020;Zonguldak;26;6;1;0;0;1;0;8;10;;;;;;;;;
2020;Aksaray;19;4;0;3;0;0;0;8;4;;;;;;;;;
2020;Bayburt;3;1;1;0;0;0;0;0;1;;;;;;;;;
2020;Karaman;15;4;1;1;0;0;0;5;4;;;;;;;;;
2020;Kırıkkale;19;2;1;0;0;0;0;12;4;;;;;;;;;
2020;Batman;27;6;0;2;0;0;0;13;6;;;;;;;;;
2020;Şırnak;23;1;0;3;0;0;0;9;10;;;;;;;;;
2020;Bartın0;8;1;0;1;0;0;0;4;2;;;;;;;;;
2020;Ardahan;5;1;0;0;0;0;0;1;3;;;;;;;;;
2020;Iğdır;10;1;0;0;0;0;0;3;6;;;;;;;;;
2020;Yalova;11;0;0;1;0;0;0;7;3;;;;;;;;;
2020;Karabük;6;3;0;0;0;0;0;2;1;;;;;;;;;
2020;Kilis0;7;2;0;0;0;0;0;4;1;;;;;;;;;
2020;Osmaniye;24;5;1;1;0;0;0;11;6;;;;;;;;;
2020;Düzce;13;2;0;0;0;2;0;5;4;;;;;;;;;
2019;Türkiye;3476;747;127;319;7;91;6;1009;1170;;;;;;;;;
2019;Adana;92;19;7;13;1;1;0;23;28;;;;;;;;;
2019;Adıyaman;22;3;0;2;0;0;0;3;14;;;;;;;;;
2019;Afyonkarahisar;40;3;2;3;0;2;0;9;21;;;;;;;;;
2019;Ağrı;14;3;0;1;0;1;0;4;5;;;;;;;;;
2019;Amasya;14;4;0;2;0;0;0;4;4;;;;;;;;;
2019;Ankara;229;69;5;29;0;7;0;93;26;;;;;;;;;
2019;Antalya;106;22;6;11;0;4;0;27;36;;;;;;;;;
2019;Artvin;2;0;1;0;0;0;0;1;0;;;;;;;;;
2019;Aydın;102;25;6;6;0;3;0;30;32;;;;;;;;;
2019;Balıkesir;64;7;1;3;0;0;0;25;28;;;;;;;;;
2019;Bilecik;14;6;1;2;0;0;0;3;2;;;;;;;;;
2019;Bingöl;14;3;0;0;0;1;0;6;4;;;;;;;;;
2019;Bitlis;8;0;1;2;0;0;0;5;0;;;;;;;;;
2019;Bolu;14;2;0;2;0;0;0;5;5;;;;;;;;;
2019;Burdur;17;4;0;1;0;1;0;4;7;;;;;;;;;
2019;Bursa;115;31;1;18;1;2;0;31;31;;;;;;;;;
2019;Çanakkale;29;7;0;2;0;0;0;6;14;;;;;;;;;
2019;Çankırı;7;4;1;2;0;0;0;0;0;;;;;;;;;
2019;Çorum;28;3;0;1;0;0;0;9;15;;;;;;;;;
2019;Denizli;84;15;4;10;1;3;0;18;33;;;;;;;;;
2019;Diyarbakır;92;14;5;4;0;4;0;39;26;;;;;;;;;
2019;Edirne;27;2;1;6;0;1;0;7;10;;;;;;;;;
2019;Elazığ;35;12;0;2;0;1;0;8;12;;;;;;;;;
2019;Erzincan;9;1;1;0;0;0;0;3;4;;;;;;;;;
2019;Erzurum;26;2;2;2;0;0;0;11;9;;;;;;;;;
2019;Eskişehir;67;19;2;7;0;1;0;18;20;;;;;;;;;
2019;Gaziantep;62;20;5;5;0;3;0;21;8;;;;;;;;;
2019;Giresun;12;4;1;0;0;0;0;5;2;;;;;;;;;
2019;Gümüşhane;4;3;0;0;0;1;0;0;0;;;;;;;;;
2019;Hakkari;8;1;0;2;0;0;0;2;3;;;;;;;;;
2019;Hatay;36;9;1;1;0;1;0;10;14;;;;;;;;;
2019;Isparta;19;2;0;2;0;1;0;4;10;;;;;;;;;
2019;Mersin;91;17;4;9;0;4;0;21;36;;;;;;;;;
2019;İstanbul;442;117;15;49;3;17;1;166;74;;;;;;;;;
2019;İzmir;193;42;4;19;0;8;0;45;75;;;;;;;;;
2019;Kars;14;1;1;1;0;0;0;2;9;;;;;;;;;
2019;Kastamonu;23;5;0;3;0;0;0;9;6;;;;;;;;;
2019;Kayseri;59;14;3;6;0;0;0;13;23;;;;;;;;;
2019;Kırklareli;23;5;0;2;0;1;0;11;4;;;;;;;;;
2019;Kırşehir;7;3;0;0;0;0;0;3;1;;;;;;;;;
2019;Kocaeli;83;26;2;14;1;1;1;23;15;;;;;;;;;
2019;Konya;104;24;4;13;0;3;0;30;30;;;;;;;;;
2019;Kütahya;28;6;3;2;0;1;0;9;7;;;;;;;;;
2019;Malatya;24;4;0;0;0;1;0;9;10;;;;;;;;;
2019;Manisa;82;12;2;6;0;0;0;15;47;;;;;;;;;
2019;Kahramanmaraş;43;6;0;1;0;0;0;11;25;;;;;;;;;
2019;Mardin;30;6;0;3;0;0;0;4;17;;;;;;;;;
2019;Muğla;66;12;3;4;0;5;0;10;32;;;;;;;;;
2019;Muş;31;2;3;1;0;0;0;11;14;;;;;;;;;
2019;Nevşehir;14;2;2;4;0;0;0;3;3;;;;;;;;;
2019;Niğde;18;0;1;0;0;0;0;5;12;;;;;;;;;
2019;Ordu;31;2;1;3;0;1;0;4;20;;;;;;;;;
2019;Rize;14;1;0;0;0;0;0;5;8;;;;;;;;;
2019;Sakarya;27;8;0;2;0;2;0;10;5;;;;;;;;;
2019;Samsun;75;12;1;11;0;0;0;23;28;;;;;;;;;
2019;Siirt;12;3;1;2;0;0;0;2;4;;;;;;;;;
2019;Sinop;10;3;0;1;0;0;0;1;5;;;;;;;;;
2019;Sivas;30;5;0;1;0;1;0;11;12;;;;;;;;;
2019;Tekirdağ;58;5;1;4;0;1;0;10;37;;;;;;;;;
2019;Tokat;33;7;2;0;0;0;0;11;13;;;;;;;;;
2019;Trabzon;13;7;1;0;0;0;0;2;3;;;;;;;;;
2019;Tunceli;7;2;0;0;0;0;0;0;5;;;;;;;;;
2019;Şanlıurfa;58;16;2;4;0;0;3;10;23;;;;;;;;;
2019;Uşak;9;0;0;3;0;0;0;4;2;;;;;;;;;
2019;Van;66;7;4;1;0;1;0;24;29;;;;;;;;;
2019;Yozgat;20;2;2;0;0;0;0;4;12;;;;;;;;;
2019;Zonguldak;31;6;0;0;0;1;0;5;19;;;;;;;;;
2019;Aksaray;13;2;1;1;0;0;0;5;4;;;;;;;;;
2019;Bayburt;0;0;0;0;0;0;0;0;0;;;;;;;;;
2019;Karaman;17;2;1;1;0;0;0;2;11;;;;;;;;;
2019;Kırıkkale;21;3;1;1;0;0;0;8;8;;;;;;;;;
2019;Batman;17;2;0;0;0;3;0;7;5;;;;;;;;;
2019;Şırnak;19;2;1;1;0;0;1;5;9;;;;;;;;;
2019;Bartın0;10;4;0;0;0;0;0;0;6;;;;;;;;;
2019;Ardahan;9;0;1;0;0;0;0;2;6;;;;;;;;;
2019;Iğdır;9;1;1;0;0;0;0;4;3;;;;;;;;;
2019;Yalova;16;8;1;0;0;0;0;2;5;;;;;;;;;
2019;Karabük;11;6;0;0;0;0;0;2;3;;;;;;;;;
2019;Kilis0;8;1;1;0;0;0;0;3;3;;;;;;;;;
2019;Osmaniye;26;5;1;4;0;0;0;4;12;;;;;;;;;
2019;Düzce;19;2;2;1;0;2;0;5;7;;;;;;;;;
2018;Türkiye;3342;673;127;245;6;85;1;855;1350;;;;;;;;;
2018;Adana;102;27;3;5;0;6;0;20;41;;;;;;;;;
2018;Adıyaman;17;5;2;2;0;0;0;2;6;;;;;;;;;
2018;Afyonkarahisar;29;3;1;2;0;0;0;13;10;;;;;;;;;
2018;Ağrı;20;2;1;0;0;0;0;9;8;;;;;;;;;
2018;Amasya;10;1;0;1;0;1;0;0;7;;;;;;;;;
2018;Ankara;200;61;5;28;0;4;0;77;25;;;;;;;;;
2018;Antalya;107;19;6;11;1;5;0;27;38;;;;;;;;;
2018;Artvin;4;1;0;0;0;0;0;3;0;;;;;;;;;
2018;Aydın;73;15;2;5;0;1;0;17;33;;;;;;;;;
2018;Balıkesir;57;20;3;3;0;1;0;14;16;;;;;;;;;
2018;Bilecik;9;3;1;0;0;2;0;2;1;;;;;;;;;
2018;Bingöl;8;1;0;0;0;2;0;2;3;;;;;;;;;
2018;Bitlis;16;2;2;1;0;0;0;4;7;;;;;;;;;
2018;Bolu;11;1;0;1;0;0;0;7;2;;;;;;;;;
2018;Burdur;22;1;1;2;0;1;0;5;12;;;;;;;;;
2018;Bursa;118;36;5;14;0;2;0;32;29;;;;;;;;;
2018;Çanakkale;19;4;1;2;0;0;0;7;5;;;;;;;;;
2018;Çankırı;7;1;0;0;0;0;0;4;2;;;;;;;;;
2018;Çorum;23;3;1;2;0;0;0;7;10;;;;;;;;;
2018;Denizli;56;7;2;5;0;2;0;14;26;;;;;;;;;
2018;Diyarbakır;58;11;5;4;0;1;0;20;17;;;;;;;;;
2018;Edirne;20;3;1;2;0;0;0;0;14;;;;;;;;;
2018;Elazığ;18;3;0;2;0;1;0;7;5;;;;;;;;;
2018;Erzincan;6;0;1;0;0;0;0;1;4;;;;;;;;;
2018;Erzurum;33;2;0;4;0;0;0;9;18;;;;;;;;;
2018;Eskişehir;40;4;1;6;0;1;0;14;14;;;;;;;;;
2018;Gaziantep;52;18;1;5;0;0;0;15;13;;;;;;;;;
2018;Giresun;10;2;1;0;0;0;0;4;3;;;;;;;;;
2018;Gümüşhane;3;0;0;0;0;0;0;2;1;;;;;;;;;
2018;Hakkari;8;1;1;1;0;0;0;1;4;;;;;;;;;
2018;Hatay;43;9;2;3;0;1;0;14;14;;;;;;;;;
2018;Isparta;34;9;2;2;0;0;0;13;8;;;;;;;;;
2018;Mersin;77;14;2;6;0;1;0;17;37;;;;;;;;;
2018;İstanbul;553;99;17;40;2;14;0;146;235;;;;;;;;;
2018;İzmir;235;56;5;16;1;7;0;31;119;;;;;;;;;
2018;Kars;14;3;0;3;0;1;0;1;6;;;;;;;;;
2018;Kastamonu;18;2;2;1;0;1;0;7;5;;;;;;;;;
2018;Kayseri;81;5;4;8;0;3;0;19;42;;;;;;;;;
2018;Kırklareli;21;5;0;2;1;0;0;7;6;;;;;;;;;
2018;Kırşehir;14;5;0;1;0;0;0;5;3;;;;;;;;;
2018;Kocaeli;50;8;5;2;0;0;0;14;21;;;;;;;;;
2018;Konya;97;30;3;6;0;5;0;27;26;;;;;;;;;
2018;Kütahya;22;4;0;0;0;1;0;5;12;;;;;;;;;
2018;Malatya;25;8;0;1;0;0;0;5;11;;;;;;;;;
2018;Manisa;71;12;5;5;0;1;0;16;32;;;;;;;;;
2018;Kahramanmaraş;42;7;2;2;0;3;0;13;15;;;;;;;;;
2018;Mardin;23;3;1;2;0;0;0;6;11;;;;;;;;;
2018;Muğla;76;15;1;1;0;4;0;10;45;;;;;;;;;
2018;Muş;21;3;0;1;0;0;0;5;12;;;;;;;;;
2018;Nevşehir;9;2;0;3;0;1;0;2;1;;;;;;;;;
2018;Niğde;16;1;0;0;0;0;0;5;10;;;;;;;;;
2018;Ordu;32;6;1;0;0;0;0;7;18;;;;;;;;;
2018;Rize;10;2;0;1;0;0;0;1;6;;;;;;;;;
2018;Sakarya;33;2;1;4;0;2;0;5;19;;;;;;;;;
2018;Samsun;53;9;1;5;0;2;0;15;21;;;;;;;;;
2018;Siirt;9;1;0;0;0;0;1;2;5;;;;;;;;;
2018;Sinop;15;5;0;0;0;0;0;2;8;;;;;;;;;
2018;Sivas;40;6;2;1;1;0;0;14;16;;;;;;;;;
2018;Tekirdağ;55;9;3;2;0;2;0;10;29;;;;;;;;;
2018;Tokat;33;7;1;3;0;0;0;9;13;;;;;;;;;
2018;Trabzon;25;3;0;0;0;0;0;4;18;;;;;;;;;
2018;Tunceli;6;1;1;0;0;0;0;2;2;;;;;;;;;
2018;Şanlıurfa;59;10;0;2;0;2;0;13;32;;;;;;;;;
2018;Uşak;16;4;1;3;0;1;0;4;3;;;;;;;;;
2018;Van;50;3;4;4;0;0;0;13;26;;;;;;;;;
2018;Yozgat;20;6;2;1;0;1;0;4;6;;;;;;;;;
2018;Zonguldak;27;6;0;0;0;0;0;2;19;;;;;;;;;
2018;Aksaray;13;1;0;1;0;0;0;1;10;;;;;;;;;
2018;Bayburt;3;2;0;0;0;0;0;0;1;;;;;;;;;
2018;Karaman;15;6;2;1;0;0;0;1;5;;;;;;;;;
2018;Kırıkkale;9;2;0;1;0;0;0;5;1;;;;;;;;;
2018;Batman;27;9;1;2;0;0;0;8;7;;;;;;;;;
2018;Şırnak;18;0;3;0;0;2;0;4;9;;;;;;;;;
2018;Bartın0;10;0;1;0;0;0;0;3;6;;;;;;;;;
2018;Ardahan;6;1;0;0;0;0;0;3;2;;;;;;;;;
2018;Iğdır;11;5;0;0;0;0;0;1;5;;;;;;;;;
2018;Yalova;9;3;0;1;0;0;0;2;3;;;;;;;;;
2018;Karabük;10;2;0;0;0;0;0;4;4;;;;;;;;;
2018;Kilis0;6;0;0;0;0;0;0;4;2;;;;;;;;;
2018;Osmaniye;9;0;2;0;0;0;0;4;3;;;;;;;;;
2018;Düzce;15;5;3;0;0;0;0;1;6;;;;;;;;;
2017;Türkiye;3168;651;128;232;6;86;3;710;1352;;;;;;;;;
2017;Adana;101;25;6;7;0;4;0;25;34;;;;;;;;;
2017;Adıyaman;23;5;1;1;0;0;0;7;9;;;;;;;;;
2017;Afyonkarahisar;40;4;2;4;0;4;0;8;18;;;;;;;;;
2017;Ağrı;28;4;2;2;0;1;0;5;14;;;;;;;;;
2017;Amasya;9;4;0;1;0;0;0;1;3;;;;;;;;;
2017;Ankara;173;48;17;13;2;6;0;64;23;;;;;;;;;
2017;Antalya;109;21;8;12;1;6;0;22;39;;;;;;;;;
2017;Artvin;6;3;0;0;0;0;0;3;0;;;;;;;;;
2017;Aydın;60;13;2;3;0;1;0;12;29;;;;;;;;;
2017;Balıkesir;53;10;3;5;0;6;0;12;17;;;;;;;;;
2017;Bilecik;9;3;0;0;0;0;0;3;3;;;;;;;;;
2017;Bingöl;9;2;1;0;0;0;0;2;4;;;;;;;;;
2017;Bitlis;13;2;1;1;0;1;0;4;4;;;;;;;;;
2017;Bolu;8;1;1;0;0;0;0;2;4;;;;;;;;;
2017;Burdur;19;2;1;0;0;0;0;4;12;;;;;;;;;
2017;Bursa;120;35;3;14;0;5;0;18;45;;;;;;;;;
2017;Çanakkale;31;1;1;6;0;0;0;11;12;;;;;;;;;
2017;Çankırı;9;2;0;1;0;0;0;1;5;;;;;;;;;
2017;Çorum;25;4;1;2;0;0;0;2;16;;;;;;;;;
2017;Denizli;49;12;1;4;1;1;0;7;23;;;;;;;;;
2017;Diyarbakır;71;15;6;6;0;1;0;23;20;;;;;;;;;
2017;Edirne;22;4;1;5;0;0;0;2;10;;;;;;;;;
2017;Elazığ;23;9;4;3;0;0;0;2;5;;;;;;;;;
2017;Erzincan;10;1;0;1;0;0;0;3;5;;;;;;;;;
2017;Erzurum;18;3;2;1;0;0;0;5;7;;;;;;;;;
2017;Eskişehir;40;14;0;4;0;0;0;12;10;;;;;;;;;
2017;Gaziantep;80;19;1;7;0;0;0;22;31;;;;;;;;;
2017;Giresun;16;5;0;1;0;1;0;6;3;;;;;;;;;
2017;Gümüşhane;2;0;0;0;0;0;0;1;1;;;;;;;;;
2017;Hakkari;10;2;0;0;0;1;0;3;4;;;;;;;;;
2017;Hatay;44;9;3;2;0;0;0;8;22;;;;;;;;;
2017;Isparta;40;10;3;3;0;0;0;7;17;;;;;;;;;
2017;Mersin;94;18;5;9;0;3;0;14;45;;;;;;;;;
2017;İstanbul;504;112;9;34;2;14;1;116;216;;;;;;;;;
2017;İzmir;202;43;5;20;0;6;0;28;100;;;;;;;;;
2017;Kars;18;2;1;0;0;1;0;5;9;;;;;;;;;
2017;Kastamonu;18;4;1;0;0;0;0;4;9;;;;;;;;;
2017;Kayseri;65;16;2;3;0;3;1;9;31;;;;;;;;;
2017;Kırklareli;17;1;0;2;0;0;0;7;7;;;;;;;;;
2017;Kırşehir;9;3;0;0;0;1;0;4;1;;;;;;;;;
2017;Kocaeli;54;12;3;2;0;1;0;14;22;;;;;;;;;
2017;Konya;87;13;4;8;0;0;0;19;43;;;;;;;;;
2017;Kütahya;24;4;0;4;0;1;0;7;8;;;;;;;;;
2017;Malatya;20;6;1;1;0;0;0;4;8;;;;;;;;;
2017;Manisa;67;8;1;6;0;0;0;14;38;;;;;;;;;
2017;Kahramanmaraş;34;6;2;2;0;0;0;6;18;;;;;;;;;
2017;Mardin;23;5;2;0;0;0;0;4;12;;;;;;;;;
2017;Muğla;47;4;1;3;0;2;0;4;33;;;;;;;;;
2017;Muş;22;3;0;1;0;0;0;7;11;;;;;;;;;
2017;Nevşehir;9;2;1;2;0;1;0;0;3;;;;;;;;;
2017;Niğde;14;5;0;1;0;0;0;2;6;;;;;;;;;
2017;Ordu;20;2;0;0;0;1;0;3;14;;;;;;;;;
2017;Rize;11;1;0;0;0;1;0;2;7;;;;;;;;;
2017;Sakarya;24;4;1;2;0;0;0;12;5;;;;;;;;;
2017;Samsun;51;10;5;1;0;1;0;8;26;;;;;;;;;
2017;Siirt;13;2;0;1;0;0;1;6;3;;;;;;;;;
2017;Sinop;7;2;0;0;0;0;0;1;4;;;;;;;;;
2017;Sivas;33;7;1;3;0;0;0;9;13;;;;;;;;;
2017;Tekirdağ;32;10;3;2;0;0;0;4;13;;;;;;;;;
2017;Tokat;30;3;1;3;0;0;0;8;15;;;;;;;;;
2017;Trabzon;37;3;0;1;0;1;0;5;27;;;;;;;;;
2017;Tunceli;7;2;0;1;0;0;0;0;4;;;;;;;;;
2017;Şanlıurfa;61;9;1;2;0;2;0;13;34;;;;;;;;;
2017;Uşak;12;4;0;1;0;0;0;7;0;;;;;;;;;
2017;Van;48;6;0;1;0;2;0;6;33;;;;;;;;;
2017;Yozgat;18;1;1;3;0;0;0;5;8;;;;;;;;;
2017;Zonguldak;12;0;0;0;0;0;0;3;9;;;;;;;;;
2017;Aksaray;13;3;0;1;0;0;0;3;6;;;;;;;;;
2017;Bayburt;0;0;0;0;0;0;0;0;0;;;;;;;;;
2017;Karaman;13;2;1;0;0;1;0;4;5;;;;;;;;;
2017;Kırıkkale;14;2;0;1;0;1;0;4;6;;;;;;;;;
2017;Batman;11;2;1;0;0;0;0;3;5;;;;;;;;;
2017;Şırnak;21;1;1;0;0;1;0;7;11;;;;;;;;;
2017;Bartın0;12;1;0;0;0;0;0;3;8;;;;;;;;;
2017;Ardahan;7;2;0;1;0;0;0;0;4;;;;;;;;;
2017;Iğdır;9;3;0;0;0;0;0;1;5;;;;;;;;;
2017;Yalova;7;1;1;1;0;0;0;2;2;;;;;;;;;
2017;Karabük;8;2;1;0;0;1;0;3;1;;;;;;;;;
2017;Kilis0;7;0;1;0;0;1;0;3;2;;;;;;;;;
2017;Osmaniye;19;5;0;0;0;2;0;8;4;;;;;;;;;
2017;Düzce;13;2;0;0;0;0;0;2;9;;;;;;;;;
2016;Türkiye;3193;680;126;274;7;84;12;39;1971;;;;;;;;;
2016;Adana;111;28;3;13;0;5;0;1;61;;;;;;;;;
2016;Adıyaman;13;1;0;1;0;0;0;0;11;;;;;;;;;
2016;Afyonkarahisar;44;2;6;0;0;0;0;0;36;;;;;;;;;
2016;Ağrı;29;2;2;1;0;0;0;1;23;;;;;;;;;
2016;Amasya;7;0;0;2;0;0;0;0;5;;;;;;;;;
2016;Ankara;173;46;8;26;1;10;2;4;76;;;;;;;;;
2016;Antalya;88;23;6;8;0;4;0;1;46;;;;;;;;;
2016;Artvin;3;0;0;0;0;1;0;0;2;;;;;;;;;
2016;Aydın;80;19;2;8;0;1;0;1;49;;;;;;;;;
2016;Balıkesir;67;18;3;5;1;2;0;0;38;;;;;;;;;
2016;Bilecik;13;4;1;0;0;0;0;1;7;;;;;;;;;
2016;Bingöl;10;1;0;0;0;0;0;0;9;;;;;;;;;
2016;Bitlis;5;1;0;0;0;0;0;0;4;;;;;;;;;
2016;Bolu;11;3;0;0;0;0;0;0;8;;;;;;;;;
2016;Burdur;22;7;1;0;0;0;0;0;14;;;;;;;;;
2016;Bursa;140;35;5;14;1;6;1;0;78;;;;;;;;;
2016;Çanakkale;26;3;0;1;0;1;1;1;19;;;;;;;;;
2016;Çankırı;7;0;0;2;0;2;0;1;2;;;;;;;;;
2016;Çorum;24;4;4;0;0;0;0;0;16;;;;;;;;;
2016;Denizli;63;11;6;9;0;3;1;2;31;;;;;;;;;
2016;Diyarbakır;67;13;5;1;0;1;0;0;47;;;;;;;;;
2016;Edirne;32;6;2;3;0;0;0;0;21;;;;;;;;;
2016;Elazığ;27;9;0;2;0;1;0;1;14;;;;;;;;;
2016;Erzincan;8;2;0;1;0;0;0;0;5;;;;;;;;;
2016;Erzurum;32;5;1;3;1;0;0;1;21;;;;;;;;;
2016;Eskişehir;46;12;1;9;0;0;0;0;24;;;;;;;;;
2016;Gaziantep;77;24;10;6;1;0;0;0;36;;;;;;;;;
2016;Giresun;10;1;0;1;0;1;0;1;6;;;;;;;;;
2016;Gümüşhane;2;0;0;0;0;0;0;0;2;;;;;;;;;
2016;Hakkari;9;0;2;0;0;0;0;1;6;;;;;;;;;
2016;Hatay;43;8;3;7;0;2;0;1;22;;;;;;;;;
2016;Isparta;15;4;1;0;0;0;0;0;10;;;;;;;;;
2016;Mersin;82;17;0;6;0;5;0;3;51;;;;;;;;;
2016;İstanbul;462;122;11;45;2;9;3;0;270;;;;;;;;;
2016;İzmir;230;63;2;23;0;11;2;1;128;;;;;;;;;
2016;Kars;11;0;0;1;0;0;0;0;10;;;;;;;;;
2016;Kastamonu;18;3;0;0;0;0;0;1;14;;;;;;;;;
2016;Kayseri;86;11;3;10;0;1;1;1;59;;;;;;;;;
2016;Kırklareli;13;2;0;2;0;0;0;0;9;;;;;;;;;
2016;Kırşehir;7;2;0;1;0;0;0;1;3;;;;;;;;;
2016;Kocaeli;67;13;0;7;0;0;0;0;47;;;;;;;;;
2016;Konya;92;19;2;2;0;3;0;1;65;;;;;;;;;
2016;Kütahya;22;2;0;1;0;1;0;0;18;;;;;;;;;
2016;Malatya;28;6;0;0;0;0;0;2;20;;;;;;;;;
2016;Manisa;53;9;0;6;0;2;0;1;35;;;;;;;;;
2016;Kahramanmaraş;39;5;3;3;0;2;0;0;26;;;;;;;;;
2016;Mardin;22;4;1;1;0;0;0;0;16;;;;;;;;;
2016;Muğla;52;5;5;4;0;0;0;0;38;;;;;;;;;
2016;Muş;24;1;2;0;0;0;0;0;21;;;;;;;;;
2016;Nevşehir;12;4;1;3;0;0;0;0;4;;;;;;;;;
2016;Niğde;22;4;2;2;0;0;0;0;14;;;;;;;;;
2016;Ordu;21;6;1;2;0;0;0;0;12;;;;;;;;;
2016;Rize;4;1;0;0;0;0;0;0;3;;;;;;;;;
2016;Sakarya;21;4;2;2;0;0;0;0;13;;;;;;;;;
2016;Samsun;55;13;2;2;0;2;0;0;36;;;;;;;;;
2016;Siirt;10;0;0;0;0;0;0;1;9;;;;;;;;;
2016;Sinop;14;4;0;1;0;0;0;0;9;;;;;;;;;
2016;Sivas;22;4;3;0;0;0;0;0;15;;;;;;;;;
2016;Tekirdağ;39;11;1;2;0;1;0;0;24;;;;;;;;;
2016;Tokat;21;5;1;1;0;1;0;0;13;;;;;;;;;
2016;Trabzon;31;7;2;1;0;0;0;2;19;;;;;;;;;
2016;Tunceli;9;0;0;1;0;0;0;0;8;;;;;;;;;
2016;Şanlıurfa;42;8;2;2;0;0;0;1;29;;;;;;;;;
2016;Uşak;17;2;1;4;0;2;0;1;7;;;;;;;;;
2016;Van;49;3;2;0;0;0;0;2;42;;;;;;;;;
2016;Yozgat;10;2;0;1;0;0;0;1;6;;;;;;;;;
2016;Zonguldak;23;2;0;1;0;1;0;0;19;;;;;;;;;
2016;Aksaray;12;0;0;2;0;0;0;1;9;;;;;;;;;
2016;Bayburt;1;0;0;1;0;0;0;0;0;;;;;;;;;
2016;Karaman;11;4;0;1;0;2;0;0;4;;;;;;;;;
2016;Kırıkkale;7;1;0;1;0;0;0;0;5;;;;;;;;;
2016;Batman;16;3;1;2;0;0;0;0;10;;;;;;;;;
2016;Şırnak;11;1;0;0;0;0;0;0;10;;;;;;;;;
2016;Bartın0;9;1;0;2;0;0;0;0;6;;;;;;;;;
2016;Ardahan;9;3;0;0;0;0;0;0;6;;;;;;;;;
2016;Iğdır;8;0;0;4;0;0;0;0;4;;;;;;;;;
2016;Yalova;5;0;1;0;0;1;0;1;2;;;;;;;;;
2016;Karabük;8;3;0;0;0;0;0;0;5;;;;;;;;;
2016;Kilis0;10;2;1;1;0;0;0;0;6;;;;;;;;;
2016;Osmaniye;39;6;2;0;0;0;1;0;30;;;;;;;;;
2016;Düzce;13;0;0;0;0;0;0;0;13;;;;;;;;;
2015;Türkiye;3246;955;257;298;8;72;6;66;1584;;;;;;;;;
2015;Adana;97;37;3;8;0;2;0;0;47;;;;;;;;;
2015;Adıyaman;23;6;2;1;0;0;0;0;14;;;;;;;;;
2015;Afyonkarahisar;38;8;4;4;0;0;1;0;21;;;;;;;;;
2015;Ağrı;30;5;2;1;0;0;0;0;22;;;;;;;;;
2015;Amasya;12;4;1;2;0;0;0;0;5;;;;;;;;;
2015;Ankara;227;82;23;39;0;4;0;2;77;;;;;;;;;
2015;Antalya;105;19;7;9;0;6;0;0;64;;;;;;;;;
2015;Artvin;9;3;0;0;0;0;0;1;5;;;;;;;;;
2015;Aydın;66;11;7;7;0;2;0;4;35;;;;;;;;;
2015;Balıkesir;58;19;1;9;0;0;0;1;28;;;;;;;;;
